
[detectors]
shape = (0,)
dtype = [('system_code', '<i4'), ('detector_index', '<i4'), ('x', '<f8'), ('y', '<f8'), ('z', '<f8'), ('label', 'O'), ('panel', '<i4')]
[]

[muon_truth]
shape = (100,)
dtype = [('event_id', '<i8'), ('pos_x', '<f4'), ('pos_y', '<f4'), ('pos_z', '<f4'), ('t0', '<f4'), ('dir_x', '<f4'), ('dir_y', '<f4'), ('dir_z', '<f4'), ('theta_deg', '<f4'), ('phi_deg', '<f4'), ('track_length_mm', '<f4'), ('n_generated', '<i4'), ('n_detected', '<i4'), ('n_generated_ckv', '<i4'), ('n_generated_sci', '<i4'), ('n_detected_ckv', '<i4'), ('n_detected_sci', '<i4')]
 (70,   900., 0., 2400., 0., 0., 1., 0., 90., 90., 1291.3617, 19500, 0, 19500, 0, 0, 0)
 (71,   900., 0., 2700., 0., 0., 1., 0., 90., 90., 1291.3617, 19500, 0, 19500, 0, 0, 0)
 (72,  1200., 0.,  300., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (73,  1200., 0.,  600., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (74,  1200., 0.,  900., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (75,  1200., 0., 1200., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (76,  1200., 0., 1500., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (77,  1200., 0., 1800., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (78,  1200., 0., 2100., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (79,  1200., 0., 2400., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (80,  1200., 0., 2700., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (81, -1200., 0.,  300., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (82, -1200., 0.,  600., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (83, -1200., 0.,  900., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (84, -1200., 0., 1200., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (85, -1200., 0., 1500., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (86, -1200., 0., 1800., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (87, -1200., 0., 2100., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (88, -1200., 0., 2400., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
 (89, -1200., 0., 2700., 0., 0., 1., 0., 90., 90.,  986.4279, 14850, 0, 14850, 0, 0, 0)
